"Threshold","Denominator","LogDenominator","Numerator","Metric","MetricID","StudyID","SnapshotDate"
-2,409.56,6.01508341270662,13.2672117749286,0.0323938172060958,"kri0001","AA-AA-000-0000",2012-12-31
-2,453,6.11589212548303,15.2003066119463,0.0335547607327733,"kri0001","AA-AA-000-0000",2012-12-31
-2,496.44,6.20746263026132,17.1568559167639,0.0345597774489645,"kri0001","AA-AA-000-0000",2012-12-31
-2,539.88,6.29134689264108,19.1338396538026,0.0354409121541873,"kri0001","AA-AA-000-0000",2012-12-31
-2,583.32,6.36873592084536,21.128835124961,0.0362216881385191,"kri0001","AA-AA-000-0000",2012-12-31
-2,626.76,6.44056369223621,23.1398635864098,0.0369198155377015,"kri0001","AA-AA-000-0000",2012-12-31
-2,670.2,6.50757617530321,25.1652840700393,0.0375489168457763,"kri0001","AA-AA-000-0000",2012-12-31
-2,713.64,6.5703786335065,27.203717781849,0.0381196650718135,"kri0001","AA-AA-000-0000",2012-12-31
-2,757.08,6.62946892817072,29.2539929578336,0.0386405570848967,"kri0001","AA-AA-000-0000",2012-12-31
-2,800.52,6.68526151650942,31.3151037927093,0.0391184527466013,"kri0001","AA-AA-000-0000",2012-12-31
-2,843.96,6.73810510010793,33.3861792860746,0.0395589592943677,"kri0001","AA-AA-000-0000",2012-12-31
-2,887.4,6.78829583894481,35.466459227249,0.0399667108713647,"kri0001","AA-AA-000-0000",2012-12-31
-2,930.84,6.83608740429078,37.5552754158239,0.0403455754112672,"kri0001","AA-AA-000-0000",2012-12-31
-2,974.28,6.88169873666236,39.6520367869054,0.04069881018486,"kri0001","AA-AA-000-0000",2012-12-31
-2,1017.72,6.92532011016161,41.7562174923471,0.0410291804153865,"kri0001","AA-AA-000-0000",2012-12-31
-2,1061.16,6.96711792837564,43.8673472502165,0.0413390508973355,"kri0001","AA-AA-000-0000",2012-12-31
-2,1104.6,7.00723855746709,45.9850034562095,0.0416304575920781,"kri0001","AA-AA-000-0000",2012-12-31
-2,1148.04,7.04581141947808,48.1088046790969,0.0419051641746776,"kri0001","AA-AA-000-0000",2012-12-31
